,date,signal,spy_close_price
102,1338336000.0,3.1106796119999998,131.76
103,1338422400.0,3.109223301,131.47
104,1338508800.0,3.205097087,128.16
105,1338768000.0,3.20315534,128.1
106,1338854400.0,3.13276699,129.07
107,1338940800.0,3.230582524,131.97
108,1339027200.0,3.189684466,132.05
109,1339113600.0,3.2262135919999997,133.1
110,1339372800.0,3.2055825239999995,131.415
111,1339459200.0,3.239563107,132.92
112,1339545600.0,3.2558252430000003,132.07
113,1339632000.0,3.2621359219999997,133.47
114,1339718400.0,3.29368932,134.14
115,1339977600.0,3.288349515,134.4
116,1340064000.0,3.214563107,135.7
117,1340150400.0,3.2393203880000003,135.48
118,1340236800.0,3.1873786410000005,132.44
119,1340323200.0,3.2033980580000003,133.46
120,1340582400.0,3.232354369,131.32
121,1340668800.0,3.223058252,131.98
122,1340755200.0,3.303519417,133.173
123,1340841600.0,3.313349515,132.79
124,1340928000.0,3.335242718,136.105
125,1341187200.0,3.284466019,136.51
126,1341273600.0,3.288592233,137.412
127,1341446400.0,3.3201456310000004,136.79
128,1341532800.0,3.2558252430000003,135.49
129,1341792000.0,3.25631068,135.32
130,1341878400.0,3.2405339810000005,134.14
131,1341964800.0,3.294902913,134.16
132,1342051200.0,3.287135922,133.51
133,1342137600.0,3.3097087380000003,135.75
134,1342396800.0,3.334223301,135.43
135,1342483200.0,3.342961165,136.36
136,1342569600.0,3.3123786410000005,137.37
137,1342656000.0,3.278883495,137.73
138,1342742400.0,3.250606796,136.47
139,1343001600.0,3.251456311,135.09
140,1343088000.0,3.305097087,133.925
141,1343174400.0,3.365898058,133.96
142,1343260800.0,3.366019417,136.17
143,1343347200.0,3.342475728,138.675
144,1343606400.0,3.339563107,138.68
145,1343692800.0,3.3165048539999997,137.71
146,1343779200.0,3.4058252430000002,137.59
147,1343865600.0,3.388834951,136.64
148,1343952000.0,3.382257282,139.349
149,1344211200.0,3.4099514560000004,139.62
150,1344297600.0,3.412864078,140.32
151,1344384000.0,3.418446602,140.49
152,1344470400.0,3.4167475730000003,140.61
153,1344556800.0,3.41723301,140.84
154,1344816000.0,3.421116505,140.77
155,1344902400.0,3.446359223,140.79
156,1344988800.0,3.450970874,140.95
157,1345075200.0,3.4512135919999998,141.99
158,1345161600.0,3.4407766989999997,142.18
159,1345420800.0,3.44223301,142.19
160,1345507200.0,3.4141990289999997,141.76
161,1345593600.0,3.4347087380000003,141.82
162,1345680000.0,3.4354368930000003,140.665
163,1345766400.0,3.432038835,141.51
164,1346025600.0,3.4347087380000003,141.54
165,1346112000.0,3.4099514560000004,141.4
166,1346198400.0,3.426213592,141.51
167,1346284800.0,3.4230582519999997,140.49
168,1346371200.0,3.420145631,141.16
169,1346716800.0,3.50315534,141.03
170,1346803200.0,3.489563107,140.91
171,1346889600.0,3.483252427,143.77
172,1346976000.0,3.492961165,144.33
173,1347235200.0,3.50461165,143.51
174,1347321600.0,3.558009709,143.91
175,1347408000.0,3.573786408,144.39
176,1347494400.0,3.561650485,146.59
177,1347580800.0,3.558737864,147.24
178,1347840000.0,3.560679612,146.74
179,1347926400.0,3.56092233,146.62
180,1348012800.0,3.5405339810000003,146.7
181,1348099200.0,3.5350728160000005,146.71
182,1348185600.0,3.4975728160000004,145.87
183,1348444800.0,3.4780339810000003,145.645
184,1348531200.0,3.5106796119999997,144.1
185,1348617600.0,3.494417476,143.295
186,1348704000.0,3.5035194169999997,144.64
187,1348790400.0,3.5072815530000003,143.97
188,1349049600.0,3.5470873789999997,144.345
189,1349136000.0,3.546723301,144.5
190,1349222400.0,3.535,145.09
191,1349308800.0,3.5216019419999998,146.125
192,1349395200.0,3.5,146.14
193,1349654400.0,3.4776699030000002,145.642
194,1349740800.0,3.47961165,144.2
195,1349827200.0,3.468203883,143.28
196,1349913600.0,3.497087379,143.36
197,1350000000.0,3.532524272,142.89
198,1350259200.0,3.5485436889999997,144.08
199,1350345600.0,3.539320388,145.54
200,1350432000.0,3.480330097,146.2
201,1350518400.0,3.480825243,145.82
202,1350604800.0,3.4325242719999998,143.3896
203,1350864000.0,3.4228155339999997,143.41
204,1350950400.0,3.43276699,141.42
205,1351036800.0,3.430825243,141.02
206,1351123200.0,3.430825243,141.43
207,1351209600.0,3.466747573,141.35
208,1351641600.0,3.43592233,141.35
209,1351728000.0,3.4699029130000003,142.83
210,1351814400.0,3.4429271839999998,141.56
211,1352073600.0,3.3912621360000004,141.8486
212,1352160000.0,3.3504854369999997,142.96
213,1352246400.0,3.3533980580000002,139.72
214,1352332800.0,3.355946602,138.04
215,1352419200.0,3.3444174760000003,138.16
216,1352678400.0,3.299269417,138.265
217,1352764800.0,3.29368932,137.79
218,1352851200.0,3.3099514560000003,135.9299
219,1352937600.0,3.376941748,135.7
220,1353024000.0,3.378398058,136.37
221,1353283200.0,3.384708738,139.13
222,1353369600.0,3.430825243,139.19
223,1353456000.0,3.4235436889999997,139.45
224,1353628800.0,3.406067961,141.35
225,1353888000.0,3.4334951460000003,141.05
226,1353974400.0,3.449514563,140.33
227,1354060800.0,3.4503640780000002,141.46
228,1354147200.0,3.4332524269999998,142.12
229,1354233600.0,3.428398058,142.155
230,1354492800.0,3.456674757,141.45
231,1354579200.0,3.446116505,141.25
232,1354665600.0,3.434466019,141.5
233,1354752000.0,3.458082524,141.98
234,1354838400.0,3.481553398,142.415
235,1355097600.0,3.483252427,142.47299999999998
236,1355184000.0,3.461893204,143.44
237,1355270400.0,3.4491529130000003,143.51
238,1355356800.0,3.489563107,142.63
239,1355443200.0,3.528398058,142.1051
240,1355702400.0,3.502184466,143.77
241,1355788800.0,3.5223300969999998,145.37
242,1355875200.0,3.4657766989999996,144.29
243,1355961600.0,3.455097087,145.12
244,1356048000.0,3.440533981,142.79
245,1356307200.0,3.435961165,142.35
246,1356480000.0,3.3987864080000003,141.75
247,1356566400.0,3.456553398,141.5616
248,1356652800.0,3.545145631,140.03
249,1356912000.0,3.537235437,142.41
250,1357084800.0,3.552669903,146.06
251,1357171200.0,3.542949029,145.7341
252,1357257600.0,3.532757282,146.37
253,1357516800.0,3.5417475730000003,145.9695
254,1357603200.0,3.569902913,145.5496
255,1357689600.0,3.569660194,145.92
256,1357776000.0,3.56723301,147.08
257,1357862400.0,3.569660194,147.07
258,1358467200.0,3.625485437,148.33
259,1358812800.0,3.626456311,149.13
260,1358899200.0,3.64684466,149.37
261,1358985600.0,3.642475728,149.41
262,1359072000.0,3.656796117,150.25
263,1359331200.0,3.642475728,150.07
264,1359417600.0,3.6334951460000005,150.66
265,1359504000.0,3.670873786,150.07
266,1359590400.0,3.629490291,149.7
267,1359676800.0,3.668932039,151.24
268,1359936000.0,3.6662621360000003,149.535
269,1360022400.0,3.66407767,151.05
270,1360108800.0,3.684466019,151.16
271,1360195200.0,3.683737864,150.96
272,1360281600.0,3.689805825,151.8
273,1360540800.0,3.692985437,151.77
274,1360627200.0,3.696359223,152.02
275,1360713600.0,3.691990291,152.151
276,1360800000.0,3.719660194,152.29
277,1360886400.0,3.673300971,152.11
278,1361232000.0,3.650970874,153.25
279,1361318400.0,3.686650485,151.34
280,1361404800.0,3.6165048539999995,150.42
281,1361491200.0,3.6412621360000004,151.89
282,1361750400.0,3.687135922,149.0
283,1361836800.0,3.6798543689999996,150.02
284,1361923200.0,3.691990291,151.91
285,1362009600.0,3.711650485,151.61
286,1362096000.0,3.756699029,152.11
287,1362355200.0,3.75,152.92
288,1362441600.0,3.744902913,154.29
289,1362528000.0,3.772815534,154.5
290,1362614400.0,3.787135922,154.776
291,1362700800.0,3.7786407769999997,155.44
292,1362960000.0,3.784101942,156.03
293,1363046400.0,3.8041262139999996,155.68
294,1363132800.0,3.7822815530000002,155.905
295,1363219200.0,3.7614077669999997,156.73
296,1363305600.0,3.752669903,155.83
297,1363564800.0,3.778883495,154.97
298,1363651200.0,3.74657767,154.61
299,1363737600.0,3.7766990289999995,155.69
300,1363824000.0,3.76092233,154.359
301,1363910400.0,3.791019417,155.6
302,1364169600.0,3.791019417,154.95
304,1364342400.0,3.7876213589999996,156.19
305,1364428800.0,3.80631068,156.67
306,1364774400.0,3.8638349510000003,156.05
307,1364860800.0,3.854368932,156.82
308,1364947200.0,3.8512135919999997,155.23
309,1365033600.0,3.80461165,155.86
310,1365120000.0,3.791504854,155.158
311,1365379200.0,3.765,156.21
312,1365465600.0,3.820631068,156.75
313,1365552000.0,3.764805825,158.67
314,1365638400.0,3.7412621360000005,159.19
315,1365724800.0,3.7737864080000003,158.8
316,1365984000.0,3.7905339810000003,155.118
317,1366070400.0,3.82961165,157.41
318,1366156800.0,3.832038835,155.11
319,1366243200.0,3.8475728160000005,154.14
320,1366329600.0,3.8407766989999996,155.48
321,1366588800.0,3.8665048539999995,156.17
322,1366675200.0,3.875728155,157.78
323,1366761600.0,3.841747573,157.88
324,1366848000.0,3.8774271839999996,158.52
325,1366934400.0,3.9166990289999997,158.24
326,1367193600.0,3.926699029,159.3
327,1367280000.0,3.946599515,159.68
328,1367366400.0,3.966262136,158.28
329,1367452800.0,3.964563107,159.75
330,1367539200.0,3.95342233,161.368
331,1367798400.0,3.9694174760000003,161.78
332,1367884800.0,4.0104368930000005,162.5999
333,1367971200.0,4.031917476,163.34
334,1368057600.0,4.013106796000001,162.881
335,1368144000.0,4.051941748,163.41
336,1368403200.0,4.051699029,163.54
337,1368489600.0,4.057524272,165.23
338,1368576000.0,4.0274271839999995,166.115
339,1368662400.0,4.015776699,165.34
340,1368748800.0,4.0123300969999995,166.94
341,1369008000.0,4.036407767,166.93
342,1369094400.0,4.010194175,167.17
343,1369180800.0,4.025,165.93
344,1369267200.0,3.96711165,165.45
345,1369353600.0,3.98907767,165.308
346,1369699200.0,3.9699029130000003,166.3
347,1369785600.0,3.914368932,165.22
348,1369872000.0,3.9497572819999998,165.83
349,1369958400.0,4.0,163.445
350,1370217600.0,4.0,164.35
351,1370304000.0,3.95868932,163.56
352,1370390400.0,3.925970874,161.27200000000002
353,1370476800.0,3.9856796119999998,162.73
354,1370563200.0,3.960558252,164.8
355,1370822400.0,3.9912621360000005,164.8
356,1370908800.0,4.022694175,163.09799999999998
357,1370995200.0,3.96723301,161.75
358,1371081600.0,3.8689320389999997,164.21
359,1371168000.0,3.86092233,163.175
360,1371427200.0,3.812135922,164.44
361,1371513600.0,3.848907767,165.735
362,1371600000.0,3.8868932039999997,163.45
363,1371686400.0,3.909708738,159.4
364,1371772800.0,3.89368932,159.07
365,1372032000.0,3.916504854,157.06
366,1372118400.0,3.912864078,158.575
367,1372204800.0,3.9145631069999998,160.14
368,1372291200.0,3.9567961169999997,161.08
369,1372377600.0,3.9792475730000003,160.42
370,1372636800.0,4.065776699,161.36
371,1372723200.0,4.06407767,161.21
372,1372809600.0,4.009514563,161.28
373,1372982400.0,4.0080097089999995,163.02
374,1373241600.0,4.081432039,163.945
375,1373328000.0,4.066140777,165.13
376,1373414400.0,4.076458738,165.192
377,1373500800.0,4.0987864080000005,167.44
378,1373587200.0,4.106067961,167.51
379,1373846400.0,4.11407767,168.155
380,1373932800.0,4.105339806,167.525
381,1374019200.0,4.090291262,167.9501
382,1374105600.0,4.1002427180000005,168.87
383,1374192000.0,4.10461165,169.17
384,1374451200.0,4.091990291,169.5
385,1374537600.0,4.091941748,169.14
386,1374624000.0,4.094902913,168.52
387,1374710400.0,4.14223301,168.93
388,1374796800.0,4.149271845,169.11
389,1375056000.0,4.143203883,168.59
390,1375142400.0,4.119660194,168.588
391,1375228800.0,4.10631068,168.71
392,1375315200.0,4.121359223,170.66
393,1375401600.0,4.109466019,170.95
394,1375660800.0,4.104635922,170.7
395,1375747200.0,4.1167475730000005,169.73
396,1375833600.0,4.095631068,169.18
397,1375920000.0,4.038349515,169.8
398,1376006400.0,4.025,169.31
399,1376265600.0,3.999271845,169.111
400,1376352000.0,4.018932039,169.61
401,1376438400.0,3.9941747569999997,168.74
402,1376524800.0,4.030582524,166.38
403,1376611200.0,4.0441747569999995,165.83
404,1376870400.0,4.029126214,166.0
405,1376956800.0,3.964320388,163.33
406,1377043200.0,3.9783980580000002,163.91
407,1377129600.0,3.984708738,164.17
408,1377216000.0,3.972087379,163.65
409,1377475200.0,3.990048544,164.77
410,1377561600.0,3.990048544,165.58
411,1377648000.0,3.990048544,164.56
412,1377734400.0,3.990048544,166.06
413,1377820800.0,3.990048544,166.62
414,1378166400.0,3.990048544,164.39
415,1378252800.0,3.990048544,165.75
416,1378339200.0,3.990048544,165.96
417,1378425600.0,3.990048544,166.04
418,1378684800.0,4.1337378639999995,167.63400000000001
419,1378771200.0,4.1521844660000005,168.87
420,1378857600.0,4.20026699,169.4
424,1379376000.0,4.114805825,171.07
425,1379462400.0,4.102912621000001,173.051
426,1379548800.0,4.11868932,172.76
427,1379635200.0,4.09973301,170.72
428,1379894400.0,4.077912621,169.93
429,1379980800.0,4.110194175,169.53
430,1380067200.0,4.10631068,169.04
431,1380153600.0,4.068446602,169.69
432,1380240000.0,4.099271845,168.90900000000002
433,1380499200.0,4.0638349510000005,168.01
434,1380585600.0,4.0,169.34
435,1380672000.0,4.106067961,169.18
436,1380758400.0,4.019417476,167.62
437,1380844800.0,4.016504854,168.89
438,1381104000.0,4.149029126,167.43
439,1381190400.0,4.118932039,165.48
440,1381276800.0,4.176456311,165.6
441,1381363200.0,4.2043689319999995,169.17
442,1381449600.0,4.232718447,170.26
443,1381708800.0,4.233009709,170.94
444,1381795200.0,4.2575242719999995,169.7
445,1381881600.0,4.237135922,172.07
446,1381968000.0,4.251213592,173.22
447,1382054400.0,4.270631068,174.388
448,1382313600.0,4.2774271839999995,174.4
449,1382400000.0,4.300242718,175.41
450,1382486400.0,4.278883495,174.57
451,1382572800.0,4.266747573,175.15
452,1382659200.0,4.2769417480000005,175.95
453,1382918400.0,4.291990291,176.23
454,1383004800.0,4.2783980580000005,177.17
455,1383091200.0,4.300242718,176.29
456,1383177600.0,4.245873786000001,175.79
457,1383264000.0,4.30315534,176.21
458,1383523200.0,4.303883495,176.83
461,1383782400.0,4.351213592,174.93
462,1383868800.0,4.370145631000001,177.29
463,1384128000.0,4.354854369,177.32
464,1384214400.0,4.34538835,176.96
465,1384300800.0,4.331796117,178.38
466,1384387200.0,4.3667475730000005,179.27
467,1384473600.0,4.388592233,180.05
468,1384732800.0,4.3842233010000005,179.42
469,1384819200.0,4.3854368930000005,179.03
470,1384905600.0,4.396116505,178.47
471,1384992000.0,4.393203883,179.91
472,1385078400.0,4.3817961169999995,180.81
473,1385337600.0,4.362864078,180.63
474,1385424000.0,4.362378641,180.68
475,1385510400.0,4.343203883,181.12
476,1385683200.0,4.391747573,181.0
477,1385942400.0,4.4029126210000005,180.53
478,1386028800.0,4.387135922,179.75
479,1386115200.0,4.337864078,179.73
480,1386201600.0,4.323543689,178.94
481,1386288000.0,4.323058252,180.94
482,1386547200.0,4.349902913,181.4
483,1386633600.0,4.336165049,180.75
484,1386720000.0,4.410194175,178.72
485,1386806400.0,4.405097087,178.13
486,1386892800.0,4.406796117,178.11
487,1387152000.0,4.430339806,179.21599999999998
488,1387238400.0,4.440048544,178.65
489,1387324800.0,4.4625,181.7
490,1387411200.0,4.4622572819999995,181.49
491,1387497600.0,4.461650485,181.56
492,1387756800.0,4.48276699,182.53
493,1387843200.0,4.439805825,182.93
494,1387929600.0,4.439805825,182.93
495,1388016000.0,4.438956311,183.855
496,1388102400.0,4.426213592,183.845
497,1388361600.0,4.453398058,183.82
498,1388448000.0,4.4543689319999995,184.69
499,1388534400.0,4.4543689319999995,184.69
500,1388620800.0,4.4572815530000005,182.885
501,1388707200.0,4.4098300969999995,182.36
502,1389052800.0,4.458009709,183.48
503,1389139200.0,4.482038835,183.52
504,1389225600.0,4.476213592,183.64
505,1389312000.0,4.457160194,184.14
506,1389571200.0,4.47038835,181.685
507,1389657600.0,4.4733009710000005,183.67
508,1389744000.0,4.436650485,184.66
509,1389830400.0,4.341990291,184.42
510,1389916800.0,4.320631068,183.635
511,1390262400.0,4.346359223,184.18
512,1390348800.0,4.30461165,184.3
513,1390435200.0,4.3502427180000005,182.79
514,1390521600.0,4.324757282,178.89
515,1390780800.0,4.227427184,178.01
516,1390867200.0,4.256917476,179.07
517,1390953600.0,4.251699029,177.35
518,1391040000.0,4.30776699,179.23
519,1391126400.0,4.361165048999999,178.18
520,1391385600.0,4.4191747569999995,174.17
521,1391472000.0,4.416990291,175.385
522,1391558400.0,4.369174757,175.17
523,1391644800.0,4.441990291000001,177.48
524,1391731200.0,4.466504854,179.68
525,1391817600.0,4.466504854,179.68
526,1391904000.0,4.466504854,179.68
527,1391990400.0,4.44223301,181.98
528,1392163200.0,4.468446602,182.07
529,1392249600.0,4.463349515,183.01
530,1392336000.0,4.488106796,184.02
531,1392681600.0,4.486407767,184.24
532,1392768000.0,4.486650485,183.02
533,1392854400.0,4.510194175,184.1
534,1392940800.0,4.521601942,183.89
535,1393200000.0,4.489805825,184.91
536,1393286400.0,4.552912621,184.84
537,1393372800.0,4.55,184.85
538,1393459200.0,4.56,185.82
539,1393545600.0,4.56,186.29
540,1393804800.0,4.56,184.98
541,1393891200.0,4.54,187.58
542,1393977600.0,4.5456310680000005,187.75
543,1394064000.0,4.494660194,188.18
544,1394150400.0,4.482038835,188.26
545,1394409600.0,4.522572816,188.16
546,1394496000.0,4.554854369,187.23
547,1394582400.0,4.530582524,187.28
548,1394668800.0,4.556966019,185.18
549,1394755200.0,4.519417476,184.66
550,1395014400.0,4.500728155,186.33
551,1395100800.0,4.522087378999999,187.66
552,1395187200.0,4.4895631069999995,186.66
553,1395273600.0,4.480097087,187.747
554,1395360000.0,4.502184466,186.2
555,1395619200.0,4.53907767,185.43
556,1395705600.0,4.569174757,186.31
557,1395792000.0,4.584466019,184.97
558,1395878400.0,4.578398058,184.58
559,1395964800.0,4.524271845,185.49
560,1396224000.0,4.474271845,187.01
561,1396310400.0,4.405582524,188.25
562,1396396800.0,4.4455097089999995,188.88
563,1396483200.0,4.492718447,188.63
564,1396569600.0,4.541019417,186.4
565,1396828800.0,4.440293689,184.34
566,1396915200.0,4.470873786,185.1
567,1397001600.0,4.5175970869999995,187.09
568,1397088000.0,4.524029126,183.155
569,1397174400.0,4.539805825,181.51
573,1397692800.0,4.521601942,186.39
574,1398038400.0,4.5358009710000005,187.04
575,1398124800.0,4.557038835,187.89
576,1398211200.0,4.570631068,187.45
577,1398297600.0,4.5709951460000005,187.83
578,1398384000.0,4.564563107,186.29
579,1398643200.0,4.573300971,186.875
580,1398729600.0,4.533495146,187.75
581,1398816000.0,4.560194175,188.31
582,1398902400.0,4.6064320389999995,188.325
583,1398988800.0,4.5621359219999995,188.06
584,1399248000.0,4.555218447,188.42
585,1399334400.0,4.610679612,186.78
586,1399420800.0,4.588834951,187.88
587,1399507200.0,4.548543689,187.675
588,1399593600.0,4.5643203880000005,187.96
589,1399852800.0,4.5810679610000005,189.785
590,1399939200.0,4.552184466,189.96
591,1400025600.0,4.590533981,189.06
592,1400112000.0,4.601699029,187.4
593,1400198400.0,4.620145631000001,188.05
594,1400457600.0,4.648543688999999,188.74
595,1400544000.0,4.645145631,187.55
596,1400630400.0,4.6691747569999995,189.13
597,1400716800.0,4.676699029,189.59
598,1400803200.0,4.681917476000001,190.35
599,1401148800.0,4.67961165,191.52
600,1401235200.0,4.68907767,191.38
601,1401321600.0,4.719660193999999,192.37
602,1401408000.0,4.74211165,192.68
603,1401667200.0,4.747572816,192.895
604,1401753600.0,4.747087379,192.8
605,1401840000.0,4.731067961,193.19
606,1401926400.0,4.697572816,194.45
607,1402012800.0,4.711893204,195.375
608,1402272000.0,4.715776699,195.58
609,1402358400.0,4.728883495,195.6
610,1402444800.0,4.763470873999999,194.92
611,1402531200.0,4.768932039,193.54
612,1402617600.0,4.755825243,194.13
613,1402876800.0,4.754368932,194.29
614,1402963200.0,4.725728155,194.83
615,1403049600.0,4.747087379,196.255
616,1403136000.0,4.74368932,196.48
617,1403222400.0,4.752912621,195.94
618,1403481600.0,4.750485437,195.88
619,1403568000.0,4.782281553,194.7
620,1403654400.0,4.787135922,195.58
621,1403740800.0,4.8106796119999995,195.44
622,1403827200.0,4.7939320389999995,195.82
623,1404086400.0,4.784466019,195.72
624,1404172800.0,4.772087378999999,197.03
625,1404259200.0,4.765533981,197.23
626,1404345600.0,4.763106796000001,198.2
627,1404691200.0,4.796116505,197.51
628,1404777600.0,4.787135922,196.24
629,1404864000.0,4.804854369,197.12
630,1404950400.0,4.750242718,196.34
631,1405036800.0,4.798783981000001,196.61
632,1405296000.0,4.789805825,197.6
633,1405382400.0,4.8106796119999995,197.23
634,1405468800.0,4.821359223,197.96
635,1405555200.0,4.821601942,195.71
636,1405641600.0,4.799029126000001,197.7099
637,1405900800.0,4.800970874,197.34
638,1405987200.0,4.780339806000001,198.2
639,1406073600.0,4.781067961000001,198.64
640,1406160000.0,4.686650485,198.65
641,1406246400.0,4.672330097,197.72
642,1406505600.0,4.7060679610000005,197.8
643,1406592000.0,4.660436893,196.95
644,1406678400.0,4.661893204,196.98
645,1406764800.0,4.636650485,193.09
646,1406851200.0,4.703762136,192.5
647,1407110400.0,4.697330097,193.89
648,1407196800.0,4.690291262,192.01
649,1407283200.0,4.729126214,192.07
650,1407369600.0,4.751456311,191.03
651,1407456000.0,4.750485437,193.24
652,1407715200.0,4.790291262,193.795
653,1407801600.0,4.815291262,193.53
654,1407888000.0,4.82815534,194.84
655,1407974400.0,4.84223301,195.76
656,1408060800.0,4.834708738,195.72
657,1408320000.0,4.859223301,197.36
658,1408406400.0,4.862378641,198.39
659,1408492800.0,4.860436893,198.92
660,1408579200.0,4.85776699,199.5
661,1408665600.0,4.871601942,199.19
662,1408924800.0,4.869174757,200.2
663,1409011200.0,4.8665048539999995,200.33
664,1409097600.0,4.859468447,200.25
665,1409184000.0,4.88131068,200.14
666,1409270400.0,4.86868932,200.71
